recommendationid,appid,game,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
64990795,10,Counter-Strike,romanian,"Un joc superb, nu este nimic ce iti poate displacea ",1584141822,1584141822,1,0,0,0.0,0,1,0,0,0,
64998815,10,Counter-Strike,schinese,好 but闪退,1584155481,1584155481,1,0,0,0.0,0,1,0,0,0,
65008693,10,Counter-Strike,turkish,yani hoşuma gitti,1584172012,1681413284,1,0,0,0.0,0,0,0,0,1,
65018162,10,Counter-Strike,english,old is GOLD! <3,1584184863,1584184863,1,2,0,0.523809552192688,0,1,0,0,0,
65019190,10,Counter-Strike,turkish,Ban yemeyen hileler var. Adamın ismini kaydettim mevlana hackten reportladım adama gecenlerde baktım ban yememıs. aım olmasa da duvardan ızleme hılelerı bolca mevcut ve ısrarla banlamamak ıcın dıretıyor gaben,1584186022,1584186022,0,0,0,0.0,0,1,0,0,0,
65020608,10,Counter-Strike,turkish,burayı okuyan var mı amk cs 1.6 efsanesini bilmeyen kaldı mı ? ,1584187723,1584187723,1,0,0,0.0,0,1,0,0,0,
65020856,10,Counter-Strike,russian,"Моя любимая игра, рекомендую. Бессмертная классика.",1584188000,1584188000,1,0,0,0.0,0,0,0,0,0,
65028002,10,Counter-Strike,romanian,Smek,1584195831,1584195831,1,1,0,0.523809552192688,0,1,0,0,0,
65036090,10,Counter-Strike,russian,уеекекекке,1584204135,1584204135,1,0,0,0.0,0,1,0,0,0,
65043542,10,Counter-Strike,russian,Самая любимая игра) все рекомендую!,1584212928,1584212928,1,0,0,0.0,0,1,0,0,0,
65047999,10,Counter-Strike,spanish,esta BUENARDOOOOOOOO,1584218973,1584218973,1,2,0,0.523809552192688,0,0,0,0,0,
65062995,10,Counter-Strike,russian,хорошая сучка,1584243116,1584243116,1,0,1,0.0,0,1,0,0,0,
65086216,10,Counter-Strike,russian,!!!!!!!!!!!!!!!!,1584277013,1584277013,1,0,0,0.476190477609634,0,1,0,0,0,
65099304,10,Counter-Strike,schinese,超级经典,1584291403,1584291403,1,1,0,0.523809552192688,0,0,0,0,0,
65102741,10,Counter-Strike,russian,100 орущих дедов из 10,1584295548,1584295548,1,0,0,0.0,0,1,0,0,0,
65108010,10,Counter-Strike,turkish,Yav amq 2016 yılında okul çıkışı agalarla internet kafede vs atardık ne güzel günlerdi,1584302010,1661099349,1,1,0,0.523809552192688,0,1,0,0,0,
65110621,10,Counter-Strike,polish,Gram w to 10 lat i ciągle wracam. To jest CS a nie jakiś CS:GO  dla dzieci ,1584305398,1584305398,1,2,0,0.545454561710358,0,1,0,0,0,
65113824,10,Counter-Strike,polish,Wszystko mi sie w tej grze podoba :) dla mnie to klasyk :) i zawsze bede wracal do tej gierki ;),1584309806,1584309806,1,0,0,0.0,0,1,0,0,0,
65133379,10,Counter-Strike,russian,lmao,1584343880,1669543488,1,0,0,0.0,0,1,0,0,1,
65135170,10,Counter-Strike,turkish,Eskilerin en iyi counter oyunu oynamayı ve zek almayı bilene hala öyle,1584346970,1584346970,1,0,1,0.0,0,1,0,0,0,
65152364,10,Counter-Strike,russian,супер мего турбо пушка,1584370341,1584370341,1,0,0,0.476190477609634,0,1,1,0,0,
65154483,10,Counter-Strike,german,Das einzig wahre CS!,1584372962,1584372962,1,0,0,0.0,0,1,0,0,0,
65162679,10,Counter-Strike,russian,"Старую Кс никто никогда не заменит, очень классная игруха, иногда бросаю Кс Го, захожу в 1.6=)",1584383062,1584383062,1,1,0,0.0,0,0,0,0,0,
65170183,10,Counter-Strike,portuguese,melhor cs ,1584393004,1584393004,1,0,0,0.0,0,1,0,0,0,
65183807,10,Counter-Strike,latam,el cs papa,1584414837,1584414837,1,0,0,0.0,0,1,0,0,0,
65195749,10,Counter-Strike,czech,"Co sem mám psát, prostě srdcovka a hra mého dětsví :D  <3",1584435233,1584435233,1,0,0,0.0,0,1,0,0,0,
65200040,10,Counter-Strike,schinese, wryyyyyyyyy,1584441636,1584441636,1,0,0,0.0,0,0,0,0,0,
65207512,10,Counter-Strike,swedish,Mycke bra ,1584451606,1584451606,1,0,0,0.0,0,0,0,0,0,
65232820,10,Counter-Strike,turkish,YIL OLMUŞ 2020 ARTIK SALIN Bİ OYUNU,1584482805,1584482805,0,0,0,0.0,0,0,0,0,0,
65233249,10,Counter-Strike,romanian,Jocul tineretii 😁,1584483475,1584483475,1,0,1,0.0,0,0,0,0,0,
65254424,10,Counter-Strike,russian,Всё понравилось.,1584518149,1584518149,1,2,1,0.52173912525177,0,1,0,0,0,
65255346,10,Counter-Strike,english,Sa ma bata mama ,1584519673,1584519673,1,0,0,0.0,0,0,0,0,0,
65287565,10,Counter-Strike,english,Mano vaikystės nostalgija :),1584561670,1584561670,1,1,0,0.523809552192688,0,0,1,0,0,
65287760,10,Counter-Strike,spanish,ME ENCANTA,1584561939,1584561939,1,0,0,0.0,0,0,0,0,0,
65291242,10,Counter-Strike,ukrainian,Топ нахуй ,1584566498,1584566498,1,0,0,0.0,0,1,0,0,0,
65295175,10,Counter-Strike,latam,Bueno un clasico de Valve uno de los mejores Counter-Strike que existe nada de CSGO esto es el mejor juego del mundo. 10/10,1584572117,1584572117,1,0,1,0.0,0,1,0,0,0,
65295493,10,Counter-Strike,romanian,Awesone game,1584572617,1584572617,1,4,0,0.56521737575531,0,1,0,0,0,
65298004,10,Counter-Strike,english,Yıllar bu oyunu asla eskitemiyecek.,1584576791,1584576791,1,1,0,0.523809552192688,0,1,0,0,0,
65315428,10,Counter-Strike,schinese,青春啊，好玩儿。,1584605814,1584605814,1,2,0,0.528667628765106,0,1,0,0,0,
65326540,10,Counter-Strike,english,I recommend,1584621402,1584621402,1,0,0,0.0,0,1,0,0,0,
65328928,10,Counter-Strike,english,КЛАССИКА ,1584624322,1584624322,1,0,0,0.0,0,1,0,0,0,
65337136,10,Counter-Strike,russian,"Старина, но все еще в теме! графика желает лучшего ,но игра норм! играю очень давно",1584633593,1584633593,1,0,0,0.0,0,1,0,0,0,
65339111,10,Counter-Strike,english,cs1.6>csgo,1584636250,1584636250,1,0,0,0.0,0,1,0,0,0,
65341237,10,Counter-Strike,russian,Нервы берегите,1584638662,1584638662,1,1,0,0.52173912525177,0,1,0,0,0,
65341966,10,Counter-Strike,brazilian,cs pow ,1584639581,1584639581,1,1,0,0.0,0,1,0,0,0,
65342328,10,Counter-Strike,romanian,talent!,1584640041,1584640041,1,0,0,0.0,0,1,0,0,0,
65349118,10,Counter-Strike,spanish,D pana,1584647338,1584647338,1,0,0,0.0,0,1,1,0,0,
65354535,10,Counter-Strike,hungarian,Kurva jó,1584653587,1584653587,1,0,0,0.0,0,1,0,0,0,
65354599,10,Counter-Strike,brazilian,"Nostalgia pura, época dos corujões nas lan-houses",1584653662,1584653662,1,1,0,0.0,0,1,0,0,0,
65356950,10,Counter-Strike,turkish,İnternet kafelerde az göt büyültmedik,1584656754,1584656754,1,1,1,0.523809552192688,0,1,0,0,0,
65363797,10,Counter-Strike,english,A classic. Nothing new to say here.,1584666453,1584666453,1,0,0,0.0,0,1,0,0,0,
65381874,10,Counter-Strike,romanian,Recomand fratilor,1584691885,1584691885,1,0,0,0.0,0,1,0,0,0,
65409294,10,Counter-Strike,turkish,iyi  ,1584722262,1584722262,1,0,0,0.0,0,1,0,0,0,
65413785,10,Counter-Strike,spanish,el mejor juego para los ya extintos cybers,1584727276,1584727276,1,0,0,0.0,0,1,0,0,0,
65416316,10,Counter-Strike,turkish,FPS Tarihinin net olarak en iyi oyunu. Multisi ayrı bir zevk veriyor zaten. Hele birde ramazan ayında iseniz sahura kadar bu oyunun vereceği hazzı güncel oyunlardan hiçbiri size veremez.   ,1584729776,1584729776,1,0,0,0.0,0,1,0,0,0,
65430522,10,Counter-Strike,spanish,Un buen juego del antaño siempre seguira ser un mejor shotter en PC.,1584745061,1584745061,1,0,0,0.0,0,1,0,0,0,
65441191,10,Counter-Strike,brazilian,é top,1584758289,1584758289,1,0,0,0.0,0,1,0,0,0,
65468938,10,Counter-Strike,english,legendary competitive game ever,1584792964,1584792964,1,1,0,0.523809552192688,0,1,0,0,0,
65497478,10,Counter-Strike,russian,"p,cm",1584819150,1584819150,1,0,0,0.0,0,1,0,0,0,
65498712,10,Counter-Strike,hungarian,Sziasztok!  Mindenkinek ajánlom a STEAM- es játékokat. 1999 óta játszom a CS-t de amióta STEAM-es lettem sokkal rugalmasabb minden! ,1584820397,1584820397,1,0,0,0.0,0,0,0,0,0,
65500187,10,Counter-Strike,polish,Stare dobre czasy ^^,1584821900,1672089087,1,0,0,0.0,0,1,0,0,0,
65503680,10,Counter-Strike,russian,OLD`овская игра,1584825469,1584825469,1,0,0,0.0,0,0,0,0,0,
65503902,10,Counter-Strike,spanish,El infaltable!! Corre en cualquier compu,1584825669,1584825669,1,0,0,0.0,0,0,0,0,0,
65506376,10,Counter-Strike,romanian,Bun candva :),1584828363,1584828363,1,0,0,0.0,0,0,0,0,0,
65512342,10,Counter-Strike,english,"My dial up modem gave me some problems at first, but LAN parties are back, baby",1584835429,1584835429,1,0,0,0.0,0,1,0,0,0,
65525223,10,Counter-Strike,schinese,最硬核的技术游戏,1584851949,1584851949,1,1,0,0.0,0,1,0,0,0,
65528781,10,Counter-Strike,russian,chisto dlya oldov,1584856861,1584856861,1,0,0,0.0,0,0,0,0,0,
65530360,10,Counter-Strike,polish,ZAJEBISTA GRA normalnie nie mogę się oderwać o tej gry .  Polecam!!!!!!!!!!,1584859064,1622097717,1,0,0,0.0,0,1,0,0,0,
65535579,10,Counter-Strike,romanian,cel mai tare joc :),1584866364,1584866364,1,0,0,0.0,0,0,0,0,0,
65537512,10,Counter-Strike,russian,Игра для мазахистов. Рекомендую!,1584868765,1584868765,1,0,0,0.0,0,1,0,0,0,
65541900,10,Counter-Strike,russian,выввыаваы,1584873868,1584873868,1,0,0,0.0,0,0,0,0,0,
65542166,10,Counter-Strike,russian,"ИГра топ, комъюнити топ",1584874138,1584874138,1,0,0,0.0,0,1,0,0,0,
65569784,10,Counter-Strike,polish,Wszystko.,1584899810,1584899810,1,0,0,0.0,0,1,0,0,0,
65571196,10,Counter-Strike,russian,Она дала мне жизнь она её и заберет,1584901179,1611589531,1,1,0,0.519999980926514,0,0,0,0,0,
65579015,10,Counter-Strike,spanish,"Yqc man es epicardo el juego, que decirte",1584908941,1584908941,1,0,0,0.0,0,1,0,0,0,
65583226,10,Counter-Strike,english,feel nostalgia,1584913592,1584913592,1,0,0,0.0,0,1,0,0,0,
65603301,10,Counter-Strike,english,One of the best Century games ever !!!,1584938671,1584938671,1,0,0,0.0,0,1,1,0,0,
65615705,10,Counter-Strike,russian,Настольгия изза этого я советую эту игру!!!,1584955886,1584955886,1,0,0,0.0,0,1,0,0,0,
65619572,10,Counter-Strike,bulgarian,"This game is amazing, no matter how old it is. There are no kids as other games, only mature players and that's cool because I don't hear every second a kid's voice",1584960496,1584960496,1,0,0,0.0,0,1,0,0,0,
65633360,10,Counter-Strike,english,Fun but has a V E R Y high skill ceiling,1584975191,1584975191,1,2,0,0.536784708499908,0,1,0,0,0,
65640235,10,Counter-Strike,spanish,"no se que decirte pibe, es el juego de siempre. lo jugabas en el ciber alla hace como 2 decadas? bueno, es ese mismo",1584981835,1584981835,1,29,2,0.757239043712616,0,0,0,0,0,
65647736,10,Counter-Strike,polish,Gra bardzo fajna lecz trzeba popracować nad grafiką.,1584989259,1584989259,1,0,0,0.0,0,0,0,0,0,
65650545,10,Counter-Strike,english,Hoces neces jako je dobro,1584991827,1584991827,1,0,0,0.0,1,1,0,0,0,
65659645,10,Counter-Strike,polish,Tą grę zna każdy ;>,1585000206,1585000206,1,0,0,0.0,0,0,0,0,0,
65666214,10,Counter-Strike,english,Fix your shit valve.,1585007156,1585007156,0,1,2,0.488378882408142,0,1,0,0,0,
65666863,10,Counter-Strike,brazilian,melhor jogo que ja existiu,1585007914,1585007914,1,1,0,0.523809552192688,0,0,0,0,0,
65667840,10,Counter-Strike,russian,Игра столетия,1585009053,1585009053,1,0,0,0.0,0,1,0,0,0,
65672363,10,Counter-Strike,spanish,muy bueno!,1585014336,1585014336,1,0,0,0.0,0,1,0,0,0,
65679623,10,Counter-Strike,schinese,经典的FPS旷世神作！2000年的游戏至今在线人数这么多证明游戏质量也是无可挑剔的，近二十年来被后代游戏所借鉴，模仿甚至抄袭。那时候没有版权意识玩了盗版，各种对战平台天天整活也带来了许多乐趣，这可能也是我接触的第一款FPS游戏了，现在虽然我可能不会像以前那么喜爱这款游戏了，最后怎么说呢，感谢CS，不给五星对不起我自己！,1585022734,1585022734,1,89,14,0.817175447940826,0,1,0,0,0,
65680163,10,Counter-Strike,polish,"Świetna gra, informatyka bez csa 1.6 to nie informatyka",1585023433,1585023433,1,0,0,0.0,0,0,0,0,0,
65682422,10,Counter-Strike,spanish,una mierda el server,1585026542,1585026542,0,0,0,0.0,0,1,0,0,0,
65687335,10,Counter-Strike,spanish,"Es un buen juego, y puede ser viejo, pero es uno de los mejores juegos de la plataforma",1585033267,1585033267,1,0,0,0.0,0,0,0,0,0,
65704986,10,Counter-Strike,english,My first online love.,1585054239,1585054239,1,0,0,0.0,0,0,0,0,0,
65725478,10,Counter-Strike,german,Beste Spiel ever.... Oldschool at its best!,1585073326,1585073326,1,0,0,0.0,0,0,0,0,0,
65730457,10,Counter-Strike,russian,кайфарик,1585078271,1585078271,1,0,0,0.0,0,1,0,0,0,
65731956,10,Counter-Strike,russian,ХОРОША ИГРУХА ,1585079834,1585079834,1,0,0,0.0,0,0,0,0,0,
65735458,10,Counter-Strike,french,NOT EVEN BAD,1585083405,1585083405,1,0,0,0.0,0,0,0,0,0,
65737996,10,Counter-Strike,russian,тупое говно тупое говна залупа хуй моча писька хуйня дрочильня жопа пизда,1585086038,1585086038,0,1,0,0.479591846466064,0,1,0,0,0,
65738373,10,Counter-Strike,spanish,por que esta weno ,1585086502,1585086502,1,0,0,0.0,0,1,1,0,0,
65748877,10,Counter-Strike,czech,Stará dobra klasika ktorá myslím že nikdy neomrzí :),1585099299,1585099299,1,1,0,0.5,0,1,0,0,0,
65754476,10,Counter-Strike,brazilian,pq é bom de maaaaais!!!,1585105985,1585105985,1,0,0,0.0,0,1,0,0,0,
65768760,10,Counter-Strike,russian,Лучшая игра всех времён и народов с ювелирной стрельбой!,1585126390,1585126390,1,0,0,0.0,0,0,0,0,0,
65779353,10,Counter-Strike,russian,С друзьями можно но лучше бы у друзей была бы лицензия,1585139041,1585139041,1,0,0,0.0,1,0,0,0,0,
65789024,10,Counter-Strike,russian,Супер игра просто легенда а особенно круто то что в этой игре есть админы мудаки всем советую!!!!!,1585148741,1585148741,1,0,0,0.0,1,1,0,0,0,
65793310,10,Counter-Strike,spanish,es mitico .es uno de los primeros juegos en primera persona.,1585152766,1615710421,1,0,0,0.0,0,0,1,0,0,
65798953,10,Counter-Strike,polish,Epick game <3,1585157946,1585157946,1,0,0,0.0,0,1,0,0,0,
65804681,10,Counter-Strike,spanish,entro y se me sale,1585163549,1585163549,0,0,3,0.0,0,0,0,0,0,
65818126,10,Counter-Strike,turkish,Değişmez,1585178916,1585178916,1,0,1,0.0,0,1,1,0,0,
65840044,10,Counter-Strike,romanian,"Perfect,",1585209137,1585209137,1,1,0,0.523809552192688,0,1,0,0,0,
65841590,10,Counter-Strike,english,very noice,1585211273,1585211273,1,0,0,0.0,0,0,0,0,0,
65842645,10,Counter-Strike,schinese,小学和同学微机课经常打CS，爷的青春回不去了。,1585212678,1585212678,1,188,45,0.920906007289886,1,1,0,0,0,
65854955,10,Counter-Strike,russian,классб,1585226954,1585226954,1,0,0,0.0,0,1,0,0,0,
65855743,10,Counter-Strike,english,Nice shooting game !,1585227822,1585227822,1,0,0,0.0,0,1,0,0,0,
65856071,10,Counter-Strike,english,Evergreen,1585228153,1585228153,1,0,0,0.0,0,1,0,0,0,
65872316,10,Counter-Strike,schinese,满满的记忆，千禧年前后最火的莫过于CS和暗黑2了，原来都是玩盗版，现在就当补票了。帮助G胖吸金,1585244317,1585244317,1,1,0,0.523809552192688,0,1,0,0,0,
65874913,10,Counter-Strike,russian,(  .  )   (  .  ) ...///.///,1585246862,1637841599,1,0,0,0.0,0,1,0,0,0,
65875657,10,Counter-Strike,english,Fooken awesome,1585247624,1585247624,1,0,0,0.0,0,0,0,0,0,
65879482,10,Counter-Strike,spanish,"Clásico. Juegaso. Que no muera. Me gustaría que hagan un juego igual pero con las tecnologías de hoy en día. Pero igual con las mismas características. Sin cambiar las leyes para que se pueda jugar KZ, o tener la movilidad de siempre. Gracias",1585251422,1585251422,1,0,0,0.0,0,1,0,0,0,
65898255,10,Counter-Strike,brazilian,muito bom nao sei pq acabaram com o jogo,1585272820,1585272820,1,0,0,0.0,0,0,0,0,0,
65904044,10,Counter-Strike,spanish,El mejor juego !,1585279809,1585279809,1,0,0,0.0,0,1,0,0,0,
65912344,10,Counter-Strike,portuguese,O inicio de tudo melhor jogo FPS  de sempre ;),1585291570,1585291570,1,0,0,0.0,0,0,0,0,0,
65912827,10,Counter-Strike,spanish,"Qué decir que no hayamos pasado la mayoría... más que cybers me curtí jugandolo en la casa de mi tia... Ni hola decía al llegar que me metía al cs y jugaba contra bots porque eso ya era mucha diversión para mi.. y durante la escuela secundaria con las notebooks del gobierno, p###s adictos al cs eran todos en mi escuela incluyendome, el comedor llena de computadoras y todos al lan de la red escolar xDD hermoso. Y no vean el que la gente lo empiece a dejar de jugar como algo malo o que ya no es bueno, de que es bueno lo es, pero actualmente muchos juegazos ya envejecieron y bien como el caso del 1.6. Ahora a centrarse en el CS:GO y las actualizaciones que nos deparan. <3<3<3",1585292180,1585292180,1,0,1,0.0,0,1,0,0,0,
65912999,10,Counter-Strike,russian,aaccDCDcSDC,1585292407,1585292407,1,0,0,0.0,0,1,0,0,0,
65928277,10,Counter-Strike,brazilian,"CS É CS, Nem tenho muito oq dizer. Recomendo para o pessoal mais antigo, essa mulekada de hoje n vai gostar... CS É UM CLÁSSICO DO PASSADO.",1585310361,1585310361,1,0,0,0.0,0,1,0,0,0,
65932790,10,Counter-Strike,romanian,totul a fost ok,1585314825,1585314825,1,0,0,0.0,0,1,0,0,0,
65952223,10,Counter-Strike,russian,"Игра супер, игра класс, кто не верит пидорас....",1585332532,1585332532,1,2,1,0.545454561710358,0,1,1,0,0,
65952483,10,Counter-Strike,english,El mejor juego de todos los tiempos!,1585332806,1585332806,1,0,0,0.0,0,0,0,0,0,
65960640,10,Counter-Strike,polish,gooog,1585340757,1585340757,1,0,0,0.0,0,1,0,0,0,
65963299,10,Counter-Strike,english,Merge hacku deci e bun cs u asta pe steam xD,1585343431,1585343431,1,0,0,0.0,0,1,0,0,0,
65977746,10,Counter-Strike,brazilian,Esse jogo é Lendario... sem mais.,1585360905,1585360905,1,0,0,0.0,0,1,0,0,0,
65997694,10,Counter-Strike,romanian,k0,1585387419,1585387419,1,0,0,0.476190477609634,0,1,0,0,0,
65998123,10,Counter-Strike,russian,"Лучший шутер всех времен, который из-за коммерции убрали из киберспорта.",1585387950,1585387950,1,0,0,0.0,0,1,0,0,0,
65998761,10,Counter-Strike,russian,игра класная не смотря на графон,1585388754,1585388754,1,0,0,0.0,0,1,0,0,0,
66002510,10,Counter-Strike,russian,........../°°°°°°°\...........,1585393080,1585393080,1,0,0,0.0,0,1,0,0,0,
66002894,10,Counter-Strike,russian,классссссссссссссссссссссссссссссссссссссссссссссука,1585393500,1585393500,1,0,0,0.0,0,1,0,0,0,
66004344,10,Counter-Strike,russian,Помню как с папой в 6 лет играл. Ностальгия,1585395102,1585395102,1,1,0,0.523809552192688,0,1,0,0,0,
66005358,10,Counter-Strike,polish,Wszysciutenko :D,1585396181,1585396181,1,0,0,0.0,0,1,0,0,0,
66019452,10,Counter-Strike,english,"imagine playing cs for fun,you go to hell",1585410000,1615282772,1,0,0,0.0,0,1,0,0,0,
66021206,10,Counter-Strike,german,Damit hat alles angefangen ......1999 ....und bis jetzt ein geiles spiel ....bestes ever ich denke noch an die zeiten als es steam 1.0 und cs 1.4 gab ...ach ja ..... xD,1585411583,1585411583,1,0,0,0.0,0,1,0,0,0,
66027881,10,Counter-Strike,turkish,Efsaneye dyecek söz mü var.,1585417928,1585417928,1,0,0,0.0,0,1,0,0,0,
66029584,10,Counter-Strike,spanish,como descargar para jugar contra bots en counter 1.6 ,1585419541,1585419541,1,0,0,0.0,0,1,0,0,0,
66036290,10,Counter-Strike,turkish,Efsane ölmez hayla türünün en iyilerinden.,1585426062,1585426062,1,1,1,0.523809552192688,0,1,0,0,0,
66046115,10,Counter-Strike,english," Started playing CS 1.3 or 1.4 way back in 2003 I think, it's hard to remember exactly. Then it went to 1.4, 1.5, and 1.6. 1.5 and 1.6 were my favorites. Then Source came out and it was totally different. My computer couldn't run it well so I got out of it for a while. I then started playing CS:GO  a couple years ago to give me something to do and no matter how many other games I play, this one will always be my all time favorite. There has never been as fun of a time, gaming wise, in my life as when I used to play CS 1.4,5,6. The lan parties with different clans my friends and brother and I used to go to were so much fun. It was just a really fun time to play CS.  If you wanna try a new first person shooter, Counter-Strike is where it's at. CS:GO is obviously better in terms of graphics and everything else, but regular CS is still a lot of fun to play. Go drink ya a pint of whiskey, pop and an addy and go from noob status to 1337.",1585436507,1585436507,1,0,0,0.0,0,1,0,0,0,
66050893,10,Counter-Strike,turkish,güzel ama hile dolu,1585442514,1585442514,1,0,0,0.0,0,1,0,0,0,
66055439,10,Counter-Strike,spanish,viejos tiempos,1585448275,1585448275,1,0,0,0.0,0,1,0,0,0,
66077559,10,Counter-Strike,turkish,Efsane Bir Oyun.,1585477320,1585477320,1,0,0,0.0,0,1,0,0,0,
66082608,10,Counter-Strike,turkish,Yılların eskitmediği tek oyun. Efsane zamanlarımın efsane oyunlarından,1585482748,1585482748,1,0,0,0.0,0,1,0,0,0,
66090095,10,Counter-Strike,brazilian,"Tudo é bom, baixe ",1585490278,1585490278,1,0,0,0.0,0,1,1,0,0,
66097527,10,Counter-Strike,russian,Ну это чисто олдец пиздец) ляпота,1585496988,1606339435,1,0,0,0.0,0,1,0,0,0,
66115887,10,Counter-Strike,turkish,gözümde canlanır koskoca mazi...,1585514862,1585514862,1,0,0,0.0,0,0,0,0,0,
66125264,10,Counter-Strike,czech,Ľúbim túto hru. asi,1585526486,1585526486,1,0,0,0.0,0,1,0,0,0,
66134910,10,Counter-Strike,russian,minus life <3 THANKS!!!),1585539484,1585539484,1,0,1,0.0,0,0,0,0,0,
66150121,10,Counter-Strike,english,"I shall call it the best game of a couple decades. It still shines even though it shows its age. But this is the game that i mainly played in my childhood, and its the game that got me into gaming particuralily.   10/10. I still sometimes come back to it even though its over 20 years old just for the sake of nostalgia and that adrenaline rush from slaying all the casual players that still do play this game.",1585561008,1600639427,1,1,0,0.523809552192688,0,1,0,0,0,
66151432,10,Counter-Strike,russian,топ НЕТ ЧИТЕРОВ УРААААА,1585562658,1585562658,1,0,1,0.0,0,1,0,0,0,
66153092,10,Counter-Strike,english,O L D S Q L,1585564638,1585564638,1,0,0,0.0,0,0,0,0,0,
66181080,10,Counter-Strike,brazilian,"300 anos de jogo e eles não arrumaram ainda os problemas de resolução e o jogo fechando sozinho, tem que ficar buscando solução em youtube, pelo amor de Deus, Valve...PELO AMOR DE DEUS!!!",1585588771,1585588771,0,0,3,0.0,0,0,0,0,0,
66181991,10,Counter-Strike,brazilian,pixel,1585589500,1649885337,1,0,0,0.476190477609634,1,1,0,0,0,
66187021,10,Counter-Strike,greek,many years old game and its still fun,1585593642,1585593642,1,0,0,0.0,0,1,0,0,0,
66188322,10,Counter-Strike,russian,ачё,1585594771,1585594771,1,1,0,0.508670508861542,0,1,0,0,0,
66198142,10,Counter-Strike,english,majka rodjena,1585603588,1585603588,1,0,0,0.0,0,0,0,0,0,
66198777,10,Counter-Strike,russian,секси игра,1585604182,1585604182,1,0,0,0.0,0,1,0,0,0,
66199234,10,Counter-Strike,turkish,Tavsiye ederim herkeze yılların oyunu eskilerin gözü yaşlı :),1585604666,1585604666,1,1,0,0.523809552192688,0,1,0,0,0,
66203367,10,Counter-Strike,english,[h1] [b] ALL TIME BEST! [/b] [/h1],1585609047,1585609047,1,42,5,0.805742263793945,0,1,0,0,0,
66229353,10,Counter-Strike,russian,Для настоящих олдов!),1585637748,1585637748,1,1,0,0.523809552192688,0,1,0,0,0,
66239097,10,Counter-Strike,latam,"Es el counter hermano Vino, noche, joda, vicio, bardo",1585647864,1585647864,1,0,0,0.476190477609634,0,1,0,0,0,
66245428,10,Counter-Strike,russian,вообще улёт!!,1585653794,1585653794,1,0,0,0.0,0,1,0,0,0,
66254543,10,Counter-Strike,french,la meilleur jeu de tous les temps !  il faut faire des petites mise à jour !!!,1585661496,1585661496,1,2,0,0.545454561710358,1,0,0,0,0,
66255975,10,Counter-Strike,german,"Der absolute Klassiker, gigantisches Suchtpotential und das schon seit Ewigkeiten. Sehr simpel gehaltene Grafik aber genau das macht es attraktiv. Taktisches und Teamplay absolutes muss um Erfolg zu haben. Für mich der allerbeste Egoshooter!",1585662613,1585662613,1,0,0,0.0,0,0,0,0,0,
66256069,10,Counter-Strike,german,best oldschool shooter!,1585662681,1585662681,1,0,0,0.0,0,1,0,0,0,
66273157,10,Counter-Strike,turkish,bayılırım,1585675993,1585675993,1,0,0,0.0,0,1,0,0,0,
66274293,10,Counter-Strike,russian,Классика очень хорошая!!,1585676962,1585676962,1,0,0,0.0,0,1,0,0,0,
66294216,10,Counter-Strike,russian,"ЗАШЁЛ ВОТ ЧЕТА ПОИГРАТЬ А ТАМ ТОЛЬКО МОИ ВРАГИ (САС, PLAYER, 123)  Я И ВЫШЕЛ ТАК КАК НЕ СМОГ ВЫДЕРЖАТЬ ТАКОГО...",1585695761,1695935995,1,0,0,0.0,0,1,0,0,0,
66298017,10,Counter-Strike,english,VRH,1585699998,1585699998,1,0,0,0.0,0,0,0,0,0,
66303524,10,Counter-Strike,schinese,记得当时在电脑课时经常和同学一起玩。现在每当我打开这个游戏，我都会想起那段美好的时光。可惜，那段时光回不来了啊,1585706104,1585706104,1,75,24,0.84758186340332,0,1,0,0,0,
66305647,10,Counter-Strike,english,godd game,1585708353,1585708353,1,0,0,0.0,0,0,1,0,0,
66319881,10,Counter-Strike,dutch,"best counter strike ever made , playing since 2005. global offensive and Counter strike source are the worst games ever made.",1585725946,1585725946,1,0,0,0.0,0,0,1,0,0,
66325555,10,Counter-Strike,russian,"Counter-Strike – одна из самых популярных сетевых шутеров с мощным гемплеем, яркой графикой и реалистичным звуковым сопровождением. За период своего существования игра пережила несколько глобальных доработок, однако по мнению пользователей самой удачной версией по сей день считается CS1.6. ",1585732075,1585732075,1,0,0,0.0,0,1,0,0,0,
66337456,10,Counter-Strike,russian,боевая классека./. до сих пор все круто,1585743478,1606550466,1,0,0,0.0,0,1,0,0,0,
66338015,10,Counter-Strike,russian,ээээээ бля,1585743919,1585743919,1,1,1,0.523809552192688,0,1,0,0,0,
66352591,10,Counter-Strike,english,Childhood game :),1585756045,1585756045,1,0,0,0.0,0,1,0,0,0,
66362026,10,Counter-Strike,english,GOOOOOOOOOLLLLLLLLLDDDDDDDDDDDD,1585764098,1585764098,1,0,0,0.0,0,1,0,0,0,
66363691,10,Counter-Strike,polish,coś tam się da zabić,1585765541,1585765541,1,1,2,0.523809552192688,0,1,0,0,0,
66368931,10,Counter-Strike,brazilian,O que dizer de um classico desse ?,1585770249,1585770249,1,0,0,0.0,0,1,0,0,0,
66378866,10,Counter-Strike,latam,alto juegoide bro,1585780696,1585780696,1,0,0,0.0,0,1,1,0,0,
66386610,10,Counter-Strike,schinese,8/10 爷的青春,1585790362,1585790362,1,0,0,0.0,0,1,0,0,0,
